1. Ano,2. Nome Região (Portugal),3. Âmbito Geográfico,4. Filtro 1,5. Filtro 2,7. Escala,9. Valor
2013.0,Almodôvar,Município,Cursos gerais,12º ano,% dos alunos,15.0
2013.0,Almodôvar,Município,Cursos gerais,Total,% dos alunos,19.5
2013.0,Almodôvar,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2013.0,Almodôvar,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,12.5
2013.0,Almodôvar,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2013.0,Almodôvar,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,3.6
2013.0,Almodôvar,Município,Total,10º ano,% dos alunos,17.0
2013.0,Almodôvar,Município,Total,11º ano,% dos alunos,15.2
2013.0,Almodôvar,Município,Total,12º ano,% dos alunos,6.4
2013.0,Almodôvar,Município,Total,Total,% dos alunos,12.8
2013.0,Alpiarça,Município,Cursos gerais,10º ano,% dos alunos,7.1
2013.0,Alpiarça,Município,Cursos gerais,11º ano,% dos alunos,14.6
2013.0,Alpiarça,Município,Cursos gerais,12º ano,% dos alunos,44.1
2013.0,Alpiarça,Município,Cursos gerais,Total,% dos alunos,22.3
2013.0,Alpiarça,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2013.0,Alpiarça,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Alpiarça,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2013.0,Alpiarça,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,0.0
2013.0,Alpiarça,Município,Total,10º ano,% dos alunos,4.2
2013.0,Alpiarça,Município,Total,11º ano,% dos alunos,9.0
2013.0,Alpiarça,Município,Total,12º ano,% dos alunos,44.1
2013.0,Alpiarça,Município,Total,Total,% dos alunos,15.4
2013.0,Alter do Chão,Município,Cursos gerais,10º ano,% dos alunos,33.3
2013.0,Alter do Chão,Município,Cursos gerais,11º ano,% dos alunos,9.1
2013.0,Alter do Chão,Município,Cursos gerais,12º ano,% dos alunos,37.5
2013.0,Alter do Chão,Município,Cursos gerais,Total,% dos alunos,25.8
2013.0,Alter do Chão,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2013.0,Alter do Chão,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Alter do Chão,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,66.7
2013.0,Alter do Chão,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,26.3
2013.0,Alter do Chão,Município,Total,10º ano,% dos alunos,7.0
2013.0,Alter do Chão,Município,Total,11º ano,% dos alunos,3.8
2013.0,Alter do Chão,Município,Total,12º ano,% dos alunos,61.7
2013.0,Alter do Chão,Município,Total,Total,% dos alunos,26.2
2013.0,Alvaiázere,Município,Cursos gerais,10º ano,% dos alunos,25.0
2013.0,Alvaiázere,Município,Cursos gerais,11º ano,% dos alunos,26.9
2013.0,Alvaiázere,Município,Cursos gerais,12º ano,% dos alunos,30.0
2013.0,Alvaiázere,Município,Cursos gerais,Total,% dos alunos,27.1
2013.0,Alvaiázere,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,2.0
2013.0,Alvaiázere,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2013.0,Alvaiázere,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2013.0,Alvaiázere,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,2.0
2013.0,Alvaiázere,Município,Total,10º ano,% dos alunos,9.5
2013.0,Alvaiázere,Município,Total,11º ano,% dos alunos,26.9
2013.0,Alvaiázere,Município,Total,12º ano,% dos alunos,30.0
2013.0,Alvaiázere,Município,Total,Total,% dos alunos,16.7
2013.0,Alvito,Município,Cursos gerais,10º ano,% dos alunos,
2013.0,Alvito,Município,Cursos gerais,11º ano,% dos alunos,
2013.0,Alvito,Município,Cursos gerais,12º ano,% dos alunos,
2013.0,Alvito,Município,Cursos gerais,Total,% dos alunos,
2013.0,Alvito,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,8.7
2013.0,Alvito,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.3
2013.0,Alvito,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,32.4
2013.0,Alvito,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,9.9
2013.0,Alvito,Município,Total,10º ano,% dos alunos,8.7
2013.0,Alvito,Município,Total,11º ano,% dos alunos,1.3
2013.0,Alvito,Município,Total,12º ano,% dos alunos,32.4
2013.0,Alvito,Município,Total,Total,% dos alunos,9.9
2013.0,Amadora,Município,Cursos gerais,10º ano,% dos alunos,22.7
2013.0,Amadora,Município,Cursos gerais,11º ano,% dos alunos,23.4
2013.0,Amadora,Município,Cursos gerais,12º ano,% dos alunos,56.5
2013.0,Amadora,Município,Cursos gerais,Total,% dos alunos,32.6
2013.0,Amadora,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,14.1
2013.0,Amadora,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.9
2013.0,Amadora,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,58.4
2013.0,Amadora,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,26.4
2013.0,Amadora,Município,Total,10º ano,% dos alunos,18.1
2013.0,Amadora,Município,Total,11º ano,% dos alunos,16.2
2013.0,Amadora,Município,Total,12º ano,% dos alunos,57.5
2013.0,Amadora,Município,Total,Total,% dos alunos,29.4
2013.0,Amarante,Município,Cursos gerais,10º ano,% dos alunos,10.3
2013.0,Amarante,Município,Cursos gerais,11º ano,% dos alunos,6.2
2013.0,Amarante,Município,Cursos gerais,12º ano,% dos alunos,32.7
2013.0,Amarante,Município,Cursos gerais,Total,% dos alunos,15.8
2013.0,Amarante,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,5.4
2013.0,Amarante,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.2
2013.0,Amarante,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,17.2
2013.0,Amarante,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,9.2
2013.0,Amarante,Município,Total,10º ano,% dos alunos,7.4
2013.0,Amarante,Município,Total,11º ano,% dos alunos,5.6
2013.0,Amarante,Município,Total,12º ano,% dos alunos,23.2
2013.0,Amarante,Município,Total,Total,% dos alunos,11.9
2013.0,Amares,Município,Cursos gerais,10º ano,% dos alunos,10.9
2013.0,Amares,Município,Cursos gerais,11º ano,% dos alunos,14.9
2013.0,Amares,Município,Cursos gerais,12º ano,% dos alunos,26.3
2013.0,Amares,Município,Cursos gerais,Total,% dos alunos,16.3
2013.0,Amares,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.1
2013.0,Amares,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Amares,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,4.5
2013.0,Amares,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,3.9
2013.0,Amares,Município,Total,10º ano,% dos alunos,9.4
2013.0,Amares,Município,Total,11º ano,% dos alunos,7.6
2013.0,Amares,Município,Total,12º ano,% dos alunos,14.5
2013.0,Amares,Município,Total,Total,% dos alunos,10.4
2013.0,Anadia,Município,Cursos gerais,10º ano,% dos alunos,16.6
2013.0,Anadia,Município,Cursos gerais,11º ano,% dos alunos,6.6
2013.0,Anadia,Município,Cursos gerais,12º ano,% dos alunos,35.3
2013.0,Anadia,Município,Cursos gerais,Total,% dos alunos,18.9
2013.0,Anadia,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.2
2013.0,Anadia,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Anadia,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,26.0
2013.0,Anadia,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.5
2013.0,Anadia,Município,Total,10º ano,% dos alunos,11.2
2013.0,Anadia,Município,Total,11º ano,% dos alunos,3.8
2013.0,Anadia,Município,Total,12º ano,% dos alunos,31.6
2013.0,Anadia,Município,Total,Total,% dos alunos,14.5
2013.0,Angra do Heroísmo,Município,Cursos gerais,10º ano,% dos alunos,25.4
2013.0,Angra do Heroísmo,Município,Cursos gerais,11º ano,% dos alunos,17.4
2013.0,Angra do Heroísmo,Município,Cursos gerais,12º ano,% dos alunos,20.9
2013.0,Angra do Heroísmo,Município,Cursos gerais,Total,% dos alunos,21.7
2013.0,Angra do Heroísmo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,15.6
2013.0,Angra do Heroísmo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.0
2013.0,Angra do Heroísmo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,36.8
2013.0,Angra do Heroísmo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,21.5
2013.0,Angra do Heroísmo,Município,Total,10º ano,% dos alunos,24.1
2013.0,Angra do Heroísmo,Município,Total,11º ano,% dos alunos,15.4
2013.0,Angra do Heroísmo,Município,Total,12º ano,% dos alunos,25.0
2013.0,Angra do Heroísmo,Município,Total,Total,% dos alunos,21.7
2013.0,Ansião,Município,Cursos gerais,10º ano,% dos alunos,4.3
2013.0,Ansião,Município,Cursos gerais,11º ano,% dos alunos,8.7
2013.0,Ansião,Município,Cursos gerais,12º ano,% dos alunos,28.6
2013.0,Ansião,Município,Cursos gerais,Total,% dos alunos,12.9
2013.0,Ansião,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.4
2013.0,Ansião,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.8
2013.0,Ansião,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,27.5
2013.0,Ansião,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,9.9
2013.0,Ansião,Município,Total,10º ano,% dos alunos,4.4
2013.0,Ansião,Município,Total,11º ano,% dos alunos,7.5
2013.0,Ansião,Município,Total,12º ano,% dos alunos,28.1
2013.0,Ansião,Município,Total,Total,% dos alunos,11.2
2013.0,Arcos de Valdevez,Município,Cursos gerais,10º ano,% dos alunos,5.7
2013.0,Arcos de Valdevez,Município,Cursos gerais,11º ano,% dos alunos,10.0
2013.0,Arcos de Valdevez,Município,Cursos gerais,12º ano,% dos alunos,39.6
2013.0,Arcos de Valdevez,Município,Cursos gerais,Total,% dos alunos,18.7
2013.0,Arcos de Valdevez,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,11.6
2013.0,Arcos de Valdevez,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,14.4
2013.0,Arcos de Valdevez,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,31.1
2013.0,Arcos de Valdevez,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,19.4
2013.0,Arcos de Valdevez,Município,Total,10º ano,% dos alunos,9.7
2013.0,Arcos de Valdevez,Município,Total,11º ano,% dos alunos,12.3
2013.0,Arcos de Valdevez,Município,Total,12º ano,% dos alunos,34.2
2013.0,Arcos de Valdevez,Município,Total,Total,% dos alunos,19.1
2013.0,Arganil,Município,Cursos gerais,10º ano,% dos alunos,20.0
2013.0,Arganil,Município,Cursos gerais,11º ano,% dos alunos,9.1
2013.0,Arganil,Município,Cursos gerais,12º ano,% dos alunos,35.6
2013.0,Arganil,Município,Cursos gerais,Total,% dos alunos,21.1
2013.0,Arganil,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2013.0,Arganil,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Arganil,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,27.3
2013.0,Arganil,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.6
2013.0,Arganil,Município,Total,10º ano,% dos alunos,8.9
2013.0,Arganil,Município,Total,11º ano,% dos alunos,5.5
2013.0,Arganil,Município,Total,12º ano,% dos alunos,31.6
2013.0,Arganil,Município,Total,Total,% dos alunos,15.0
2013.0,Armamar,Município,Cursos gerais,10º ano,% dos alunos,14.3
2013.0,Armamar,Município,Cursos gerais,11º ano,% dos alunos,
2013.0,Armamar,Município,Cursos gerais,12º ano,% dos alunos,
2013.0,Armamar,Município,Cursos gerais,Total,% dos alunos,14.3
2013.0,Armamar,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2013.0,Armamar,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2013.0,Armamar,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2013.0,Armamar,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2013.0,Armamar,Município,Total,10º ano,% dos alunos,14.3
2013.0,Armamar,Município,Total,11º ano,% dos alunos,
2013.0,Armamar,Município,Total,12º ano,% dos alunos,
2013.0,Armamar,Município,Total,Total,% dos alunos,14.3
2013.0,Arouca,Município,Cursos gerais,10º ano,% dos alunos,9.3
2013.0,Arouca,Município,Cursos gerais,11º ano,% dos alunos,13.2
2013.0,Arouca,Município,Cursos gerais,12º ano,% dos alunos,42.7
2013.0,Arouca,Município,Cursos gerais,Total,% dos alunos,19.4
2013.0,Arouca,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.9
2013.0,Arouca,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Arouca,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,10.0
2013.0,Arouca,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.5
2013.0,Arouca,Município,Total,10º ano,% dos alunos,7.4
2013.0,Arouca,Município,Total,11º ano,% dos alunos,9.4
2013.0,Arouca,Município,Total,12º ano,% dos alunos,27.8
2013.0,Arouca,Município,Total,Total,% dos alunos,13.9
2013.0,Arraiolos,Município,Cursos gerais,10º ano,% dos alunos,15.1
2013.0,Arraiolos,Município,Cursos gerais,11º ano,% dos alunos,0.0
2013.0,Arraiolos,Município,Cursos gerais,12º ano,% dos alunos,18.2
2013.0,Arraiolos,Município,Cursos gerais,Total,% dos alunos,10.4
2013.0,Arraiolos,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2013.0,Arraiolos,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Arraiolos,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2013.0,Arraiolos,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,0.0
2013.0,Arraiolos,Município,Total,10º ano,% dos alunos,15.1
2013.0,Arraiolos,Município,Total,11º ano,% dos alunos,0.0
2013.0,Arraiolos,Município,Total,12º ano,% dos alunos,18.2
2013.0,Arraiolos,Município,Total,Total,% dos alunos,9.2
2013.0,Arronches,Município,Cursos gerais,10º ano,% dos alunos,
2013.0,Arronches,Município,Cursos gerais,11º ano,% dos alunos,
2013.0,Arronches,Município,Cursos gerais,12º ano,% dos alunos,
2013.0,Arronches,Município,Cursos gerais,Total,% dos alunos,
2013.0,Arronches,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2013.0,Arronches,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2013.0,Arronches,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2013.0,Arronches,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2013.0,Arronches,Município,Total,10º ano,% dos alunos,
2013.0,Arronches,Município,Total,11º ano,% dos alunos,
2013.0,Arronches,Município,Total,12º ano,% dos alunos,
2013.0,Arronches,Município,Total,Total,% dos alunos,
2013.0,Arruda dos Vinhos,Município,Cursos gerais,10º ano,% dos alunos,8.6
2013.0,Arruda dos Vinhos,Município,Cursos gerais,11º ano,% dos alunos,2.2
2013.0,Arruda dos Vinhos,Município,Cursos gerais,12º ano,% dos alunos,32.3
2013.0,Arruda dos Vinhos,Município,Cursos gerais,Total,% dos alunos,15.2
2013.0,Arruda dos Vinhos,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,23.6
2013.0,Arruda dos Vinhos,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,18.7
2013.0,Arruda dos Vinhos,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,45.5
2013.0,Arruda dos Vinhos,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,24.7
2013.0,Arruda dos Vinhos,Município,Total,10º ano,% dos alunos,15.0
2013.0,Arruda dos Vinhos,Município,Total,11º ano,% dos alunos,8.8
2013.0,Arruda dos Vinhos,Município,Total,12º ano,% dos alunos,34.5
2013.0,Arruda dos Vinhos,Município,Total,Total,% dos alunos,18.5
2013.0,Aveiro,Município,Cursos gerais,10º ano,% dos alunos,17.5
2013.0,Aveiro,Município,Cursos gerais,11º ano,% dos alunos,16.4
2013.0,Aveiro,Município,Cursos gerais,12º ano,% dos alunos,34.5
2013.0,Aveiro,Município,Cursos gerais,Total,% dos alunos,22.7
2013.0,Aveiro,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,8.6
2013.0,Aveiro,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.2
2013.0,Aveiro,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,28.7
2013.0,Aveiro,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.5
2013.0,Aveiro,Município,Total,10º ano,% dos alunos,13.5
2013.0,Aveiro,Município,Total,11º ano,% dos alunos,12.5
2013.0,Aveiro,Município,Total,12º ano,% dos alunos,32.4
2013.0,Aveiro,Município,Total,Total,% dos alunos,18.8
2013.0,Avis,Município,Cursos gerais,10º ano,% dos alunos,
2013.0,Avis,Município,Cursos gerais,11º ano,% dos alunos,
2013.0,Avis,Município,Cursos gerais,12º ano,% dos alunos,
2013.0,Avis,Município,Cursos gerais,Total,% dos alunos,
2013.0,Avis,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,19.2
2013.0,Avis,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.3
2013.0,Avis,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,45.5
2013.0,Avis,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,22.4
2013.0,Avis,Município,Total,10º ano,% dos alunos,19.2
2013.0,Avis,Município,Total,11º ano,% dos alunos,4.3
2013.0,Avis,Município,Total,12º ano,% dos alunos,45.5
2013.0,Avis,Município,Total,Total,% dos alunos,22.4
2013.0,Azambuja,Município,Cursos gerais,10º ano,% dos alunos,21.3
2013.0,Azambuja,Município,Cursos gerais,11º ano,% dos alunos,12.7
2013.0,Azambuja,Município,Cursos gerais,12º ano,% dos alunos,46.2
2013.0,Azambuja,Município,Cursos gerais,Total,% dos alunos,24.3
2013.0,Azambuja,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2013.0,Azambuja,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Azambuja,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,44.4
2013.0,Azambuja,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,14.0
2013.0,Azambuja,Município,Total,10º ano,% dos alunos,13.6
2013.0,Azambuja,Município,Total,11º ano,% dos alunos,7.8
2013.0,Azambuja,Município,Total,12º ano,% dos alunos,45.3
2013.0,Azambuja,Município,Total,Total,% dos alunos,20.1
2013.0,Baião,Município,Cursos gerais,10º ano,% dos alunos,19.6
2013.0,Baião,Município,Cursos gerais,11º ano,% dos alunos,11.0
2013.0,Baião,Município,Cursos gerais,12º ano,% dos alunos,38.1
2013.0,Baião,Município,Cursos gerais,Total,% dos alunos,21.1
2013.0,Baião,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,2.0
2013.0,Baião,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2013.0,Baião,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,40.5
2013.0,Baião,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.5
2013.0,Baião,Município,Total,10º ano,% dos alunos,13.6
2013.0,Baião,Município,Total,11º ano,% dos alunos,7.0
2013.0,Baião,Município,Total,12º ano,% dos alunos,39.0
2013.0,Baião,Município,Total,Total,% dos alunos,17.7
2013.0,Barcelos,Município,Cursos gerais,10º ano,% dos alunos,8.6
2013.0,Barcelos,Município,Cursos gerais,11º ano,% dos alunos,10.2
2013.0,Barcelos,Município,Cursos gerais,12º ano,% dos alunos,27.9
2013.0,Barcelos,Município,Cursos gerais,Total,% dos alunos,14.9
2013.0,Barcelos,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.4
2013.0,Barcelos,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.3
2013.0,Barcelos,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.0
2013.0,Barcelos,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.9
2013.0,Barcelos,Município,Total,10º ano,% dos alunos,6.4
2013.0,Barcelos,Município,Total,11º ano,% dos alunos,6.6
2013.0,Barcelos,Município,Total,12º ano,% dos alunos,24.0
2013.0,Barcelos,Município,Total,Total,% dos alunos,11.7
2013.0,Barrancos,Município,Cursos gerais,10º ano,% dos alunos,
2013.0,Barrancos,Município,Cursos gerais,11º ano,% dos alunos,
